2024-12-09;Centrolac leche entera 472 ml;3.03
2024-12-09;"Centrolac milk whole 1000 ml ";3.14
2024-12-09;Chincaca;2.92
2024-12-09;Chorizo Criollo;3.17
2024-12-09;Conito;2.14
2024-12-09;Costilla Alta;3.81
2024-12-09;Costilla de Cerdo;2.58
2024-12-09;Crema Perfecta;1.98
2024-12-09;Higado De Pollo;2.00
2024-12-09;Huesos Corriente;3.77
2024-12-09;Lomo de Cerdo;3.18
2024-12-09;Lomo de Res;2.67
2024-12-09;Medio Pollo;2.54
2024-12-09;Menudo;2.74
2024-12-09;Mortadela;3.94
2024-12-09;Muslo;2.17
2024-12-09;Muslo Especial;2.51
2024-12-09;Pechuga Con Ala;3.65
2024-12-09;Pechuga Especial;3.92
2024-12-09;Pierna Entera;3.75
2024-12-09;Pierna Especial;2.42
2024-12-09;Posta de Cerdo;1.91
2024-12-09;Posta de Corona;1.02
2024-12-09;Posta De Gallina;3.30
2024-12-09;Posta de Pierna;1.52
2024-12-09;Producto de Prueba;1.74
2024-12-09;Punta de Cacho;2.18
2024-12-09;Queso;2.03
2024-12-09;Salchicha;1.47
2024-12-09;Salchichon;3.13
2024-12-09;Sesina;2.84
2024-12-09;Titiles;2.55
2024-12-10;Centrolac leche entera 472 ml;3.74
2024-12-10;"Centrolac milk whole 1000 ml ";3.39
2024-12-10;Chincaca;1.96
2024-12-10;Chorizo Criollo;1.12
2024-12-10;Conito;1.76
2024-12-10;Costilla Alta;1.21
2024-12-10;Costilla de Cerdo;2.25
2024-12-10;Crema Perfecta;1.95
2024-12-10;Higado De Pollo;2.90
2024-12-10;Huesos Corriente;2.30
2024-12-10;Lomo de Cerdo;2.46
2024-12-10;Lomo de Res;2.63
2024-12-10;Medio Pollo;1.24
2024-12-10;Menudo;1.72
2024-12-10;Mortadela;2.25
2024-12-10;Muslo;1.42
2024-12-10;Muslo Especial;1.10
2024-12-10;Pechuga Con Ala;1.30
2024-12-10;Pechuga Especial;2.56
2024-12-10;Pierna Entera;3.05
2024-12-10;Pierna Especial;1.12
2024-12-10;Posta de Cerdo;3.20
2024-12-10;Posta de Corona;1.72
2024-12-10;Posta De Gallina;2.65
2024-12-10;Posta de Pierna;2.37
2024-12-10;Producto de Prueba;2.88
2024-12-10;Punta de Cacho;3.42
2024-12-10;Queso;1.30
2024-12-10;Salchicha;1.86
2024-12-10;Salchichon;1.60
2024-12-10;Sesina;3.58
2024-12-10;Titiles;1.84
2024-12-11;Centrolac leche entera 472 ml;1.21
2024-12-11;"Centrolac milk whole 1000 ml ";1.94
2024-12-11;Chincaca;2.80
2024-12-11;Chorizo Criollo;2.52
2024-12-11;Conito;3.96
2024-12-11;Costilla Alta;1.40
2024-12-11;Costilla de Cerdo;1.48
2024-12-11;Crema Perfecta;3.24
2024-12-11;Higado De Pollo;3.85
2024-12-11;Huesos Corriente;3.04
2024-12-11;Lomo de Cerdo;1.34
2024-12-11;Lomo de Res;3.78
2024-12-11;Medio Pollo;3.90
2024-12-11;Menudo;1.37
2024-12-11;Mortadela;2.80
2024-12-11;Muslo;1.95
2024-12-11;Muslo Especial;1.72
2024-12-11;Pechuga Con Ala;1.22
2024-12-11;Pechuga Especial;3.05
2024-12-11;Pierna Entera;3.28
2024-12-11;Pierna Especial;3.54
2024-12-11;Posta de Cerdo;1.01
2024-12-11;Posta de Corona;1.73
2024-12-11;Posta De Gallina;1.63
2024-12-11;Posta de Pierna;3.66
2024-12-11;Producto de Prueba;3.88
2024-12-11;Punta de Cacho;1.42
2024-12-11;Queso;2.85
2024-12-11;Salchicha;1.25
2024-12-11;Salchichon;2.82
2024-12-11;Sesina;2.22
2024-12-11;Titiles;1.98
2024-12-12;Centrolac leche entera 472 ml;2.20
2024-12-12;"Centrolac milk whole 1000 ml ";1.59
2024-12-12;Chincaca;3.30
2024-12-12;Chorizo Criollo;3.26
2024-12-12;Conito;2.46
2024-12-12;Costilla Alta;2.64
2024-12-12;Costilla de Cerdo;2.96
2024-12-12;Crema Perfecta;1.65
2024-12-12;Higado De Pollo;2.26
2024-12-12;Huesos Corriente;1.71
2024-12-12;Lomo de Cerdo;3.63
2024-12-12;Lomo de Res;3.46
2024-12-12;Medio Pollo;1.08
2024-12-12;Menudo;3.59
2024-12-12;Mortadela;1.47
2024-12-12;Muslo;3.08
2024-12-12;Muslo Especial;1.26
2024-12-12;Pechuga Con Ala;1.37
2024-12-12;Pechuga Especial;1.84
2024-12-12;Pierna Entera;1.68
2024-12-12;Pierna Especial;2.08
2024-12-12;Posta de Cerdo;2.39
2024-12-12;Posta de Corona;3.67
2024-12-12;Posta De Gallina;2.05
2024-12-12;Posta de Pierna;2.97
2024-12-12;Producto de Prueba;1.27
2024-12-12;Punta de Cacho;2.97
2024-12-12;Queso;3.64
2024-12-12;Salchicha;3.69
2024-12-12;Salchichon;1.87
2024-12-12;Sesina;1.64
2024-12-12;Titiles;3.65
2024-12-13;Centrolac leche entera 472 ml;1.36
2024-12-13;"Centrolac milk whole 1000 ml ";2.38
2024-12-13;Chincaca;1.43
2024-12-13;Chorizo Criollo;1.91
2024-12-13;Conito;2.28
2024-12-13;Costilla Alta;1.60
2024-12-13;Costilla de Cerdo;3.04
2024-12-13;Crema Perfecta;2.62
2024-12-13;Higado De Pollo;3.45
2024-12-13;Huesos Corriente;3.13
2024-12-13;Lomo de Cerdo;2.97
2024-12-13;Lomo de Res;3.86
2024-12-13;Medio Pollo;1.01
2024-12-13;Menudo;3.93
2024-12-13;Mortadela;1.89
2024-12-13;Muslo;1.46
2024-12-13;Muslo Especial;1.68
2024-12-13;Pechuga Con Ala;2.07
2024-12-13;Pechuga Especial;2.74
2024-12-13;Pierna Entera;3.38
2024-12-13;Pierna Especial;3.83
2024-12-13;Posta de Cerdo;3.63
2024-12-13;Posta de Corona;2.37
2024-12-13;Posta De Gallina;1.84
2024-12-13;Posta de Pierna;3.96
2024-12-13;Producto de Prueba;3.94
2024-12-13;Punta de Cacho;2.52
2024-12-13;Queso;3.02
2024-12-13;Salchicha;2.62
2024-12-13;Salchichon;2.02
2024-12-13;Sesina;2.20
2024-12-13;Titiles;3.02
2024-12-14;Centrolac leche entera 472 ml;2.94
2024-12-14;"Centrolac milk whole 1000 ml ";2.24
2024-12-14;Chincaca;3.98
2024-12-14;Chorizo Criollo;1.65
2024-12-14;Conito;2.30
2024-12-14;Costilla Alta;3.47
2024-12-14;Costilla de Cerdo;3.02
2024-12-14;Crema Perfecta;1.70
2024-12-14;Higado De Pollo;1.38
2024-12-14;Huesos Corriente;3.39
2024-12-14;Lomo de Cerdo;3.08
2024-12-14;Lomo de Res;2.32
2024-12-14;Medio Pollo;3.05
2024-12-14;Menudo;2.50
2024-12-14;Mortadela;1.27
2024-12-14;Muslo;2.51
2024-12-14;Muslo Especial;2.69
2024-12-14;Pechuga Con Ala;1.72
2024-12-14;Pechuga Especial;1.60
2024-12-14;Pierna Entera;3.07
2024-12-14;Pierna Especial;2.87
2024-12-14;Posta de Cerdo;3.35
2024-12-14;Posta de Corona;2.48
2024-12-14;Posta De Gallina;1.77
2024-12-14;Posta de Pierna;3.88
2024-12-14;Producto de Prueba;1.36
2024-12-14;Punta de Cacho;2.54
2024-12-14;Queso;3.50
2024-12-14;Salchicha;2.11
2024-12-14;Salchichon;3.21
2024-12-14;Sesina;1.61
2024-12-14;Titiles;3.73
2024-12-15;Centrolac leche entera 472 ml;3.60
2024-12-15;"Centrolac milk whole 1000 ml ";2.03
2024-12-15;Chincaca;1.62
2024-12-15;Chorizo Criollo;1.82
2024-12-15;Conito;1.12
2024-12-15;Costilla Alta;2.41
2024-12-15;Costilla de Cerdo;3.02
2024-12-15;Crema Perfecta;1.42
2024-12-15;Higado De Pollo;1.34
2024-12-15;Huesos Corriente;2.84
2024-12-15;Lomo de Cerdo;2.01
2024-12-15;Lomo de Res;1.37
2024-12-15;Medio Pollo;1.79
2024-12-15;Menudo;3.99
2024-12-15;Mortadela;1.35
2024-12-15;Muslo;2.53
2024-12-15;Muslo Especial;1.60
2024-12-15;Pechuga Con Ala;3.94
2024-12-15;Pechuga Especial;2.60
2024-12-15;Pierna Entera;3.13
2024-12-15;Pierna Especial;2.86
2024-12-15;Posta de Cerdo;2.89
2024-12-15;Posta de Corona;3.79
2024-12-15;Posta De Gallina;3.09
2024-12-15;Posta de Pierna;1.28
2024-12-15;Producto de Prueba;1.13
2024-12-15;Punta de Cacho;2.59
2024-12-15;Queso;3.40
2024-12-15;Salchicha;3.40
2024-12-15;Salchichon;2.81
2024-12-15;Sesina;1.53
2024-12-15;Titiles;2.05
2024-12-16;Centrolac leche entera 472 ml;3.56
2024-12-16;"Centrolac milk whole 1000 ml ";2.96
2024-12-16;Chincaca;2.08
2024-12-16;Chorizo Criollo;3.93
2024-12-16;Conito;2.85
2024-12-16;Costilla Alta;1.24
2024-12-16;Costilla de Cerdo;3.11
2024-12-16;Crema Perfecta;1.25
2024-12-16;Higado De Pollo;2.22
2024-12-16;Huesos Corriente;3.62
2024-12-16;Lomo de Cerdo;2.46
2024-12-16;Lomo de Res;1.29
2024-12-16;Medio Pollo;1.31
2024-12-16;Menudo;2.14
2024-12-16;Mortadela;2.66
2024-12-16;Muslo;3.18
2024-12-16;Muslo Especial;3.87
2024-12-16;Pechuga Con Ala;3.99
2024-12-16;Pechuga Especial;2.95
2024-12-16;Pierna Entera;3.49
2024-12-16;Pierna Especial;1.26
2024-12-16;Posta de Cerdo;2.83
2024-12-16;Posta de Corona;2.59
2024-12-16;Posta De Gallina;1.98
2024-12-16;Posta de Pierna;2.32
2024-12-16;Producto de Prueba;3.17
2024-12-16;Punta de Cacho;1.80
2024-12-16;Queso;2.36
2024-12-16;Salchicha;3.48
2024-12-16;Salchichon;1.65
2024-12-16;Sesina;3.15
2024-12-16;Titiles;2.04
2024-12-17;Centrolac leche entera 472 ml;1.42
2024-12-17;"Centrolac milk whole 1000 ml ";1.60
2024-12-17;Chincaca;2.80
2024-12-17;Chorizo Criollo;1.77
2024-12-17;Conito;3.34
2024-12-17;Costilla Alta;3.88
2024-12-17;Costilla de Cerdo;2.10
2024-12-17;Crema Perfecta;1.46
2024-12-17;Higado De Pollo;3.93
2024-12-17;Huesos Corriente;3.97
2024-12-17;Lomo de Cerdo;3.05
2024-12-17;Lomo de Res;3.44
2024-12-17;Medio Pollo;1.35
2024-12-17;Menudo;1.82
2024-12-17;Mortadela;1.20
2024-12-17;Muslo;3.94
